Species.name.standardized.TPL.2016,Leaf.Area..mm2.,Nmass..mg.g.,LMA..g.m2.,Plant.Height..m.,Seed.Mass..mg.,SSD.combined..mg.mm3.,Accepted_name_TNRS2022,coment,growth_form,growthform_source
Eucalyptus paniculata,2708.52,10.717,112.957,19.748,1.4191,0.934,Eucalyptus paniculata,original_Diaz,tree,GIFT
Eucalyptus pilularis,666.63,10.6,128.041,15,4.1979,0.752,Eucalyptus pilularis,original_Diaz,tree,GIFT
Eucalyptus propinqua,1610.38,7.7,212.766,10,1.2804,0.885,Eucalyptus propinqua,original_Diaz,tree,GIFT
Eucalyptus racemosa,1450.55,13.5,138.145,13,15.1079,0.796,Eucalyptus racemosa,original_Diaz,tree,GIFT
Eucalyptus regnans,1400,18.795,185.529,90,3.0781,0.526,Eucalyptus regnans,original_Diaz,tree,GIFT
Eucalyptus saligna,3223.96,18.303,127.777,42.301,0.5636,0.645,Eucalyptus saligna,original_Diaz,tree,GIFT
Eucalyptus sideroxylon,1324.14,9.9,228.833,15,2.9637,0.92,Eucalyptus sideroxylon,original_Diaz,tree,GIFT
Eucalyptus tereticornis,1832.36,15.609,87.37,27.352,0.7056,0.8,Eucalyptus tereticornis,original_Diaz,tree,GIFT
Eucalyptus tetrodonta,8500,8.843,190.786,9.491,18.6548,0.957,Eucalyptus tetrodonta,original_Diaz,tree,GIFT
Eucalyptus umbra,3382.71,9.416,214.543,12.856,1.5811,0.808,Eucalyptus umbra,original_Diaz,tree,GIFT
Eucalyptus viminalis,1549.46,16.241,152.62,17.704,2.0336,0.662,Eucalyptus viminalis,original_Diaz,tree,GIFT
Eucalyptus wandoo,114.82,9.37,301.327,25,1.7585,0.934,Eucalyptus wandoo,original_Diaz,tree,GIFT
Euclea divinorum,2671.39,13.209,156.271,8.386,91.09,0.77,Euclea divinorum,original_Diaz,tree,GIFT
Eugenia cucullata,9740,11.67,185.729,17,457.9824,0.691,Eugenia cucullata,original_Diaz,tree,GIFT
Eugenia florida,4350.42,17.934,70.866,22.054,100.59,0.68,Eugenia florida,original_Diaz,tree,GIFT
Eugenia galalonensis,1937.9,18.49,68.452,17.234,101.55,0.655,Eugenia galalonensis,original_Diaz,tree,GIFT
Eugenia nesiotica,863.64,22.915,47.024,24.317,444.57,0.735,Eugenia nesiotica,original_Diaz,tree,GIFT
Eugenia patrisii,1724.64,21.897,41.996,11.57,413.62,0.829,Eugenia patrisii,original_Diaz,tree,GIFT
Euonymus europaeus,1953.44,24.781,73.019,3.482,37.6394,0.582,Euonymus europaeus,original_Diaz,shrub,GIFT
Eupatorium cannabinum,1414.15,19.786,41.874,0.594,0.3077,0.255,Eupatorium cannabinum,original_Diaz,herb,GIFT
Eupatorium maculatum,22296.27,15.832,66.738,1.071,0.2721,0.291,Eutrochium maculatum,original_Diaz,herb,GIFT
Eupatorium perfoliatum,14737.39,21.017,71.834,0.967,0.0921,0.227,Eupatorium perfoliatum,original_Diaz,herb,GIFT
Euphorbia amygdaloides,312.75,28.079,41.597,0.406,3.6339,0.243,Euphorbia amygdaloides,original_Diaz,herb,GIFT
Euphorbia brachycera,80,21.13,68.027,0.2,3.17,0.273,Euphorbia brachycera,original_Diaz,herb,GIFT
Euphorbia corollata,209.3,13.237,75.358,0.368,4.1792,0.48,Euphorbia corollata,original_Diaz,herb,GIFT
Euphorbia cyparissias,52.3,24.2,36.4,0.193,2.1596,0.336,Euphorbia cyparissias,original_Diaz,herb,GIFT
Euphorbia dulcis,420,40.958,30.057,0.31,2.115,0.216,Euphorbia dulcis,original_Diaz,herb,GIFT
Euphorbia falcata,56.57,49.809,33.859,0.209,1.4597,0.232,Euphorbia falcata,original_Diaz,herb,GIFT
Euphorbia fendleri,22,9.05,80.645,0.03,0.11,0.42,Euphorbia fendleri,original_Diaz,herb,GIFT
Euphorbia helioscopia,333.71,16.6,29.399,0.19,2.1893,0.197,Euphorbia helioscopia,original_Diaz,herb,GIFT
Euphorbia maculata,24.47,28.859,35.586,0.108,0.1717,0.193,Euphorbia maculata,original_Diaz,herb,GIFT
Euphorbia nutans,116.94,16.61,71.007,0.35,0.425,0.384,Euphorbia nutans,original_Diaz,herb,GIFT
Euphorbia peplus,79,20.026,25.328,0.189,0.5429,0.185,Euphorbia peplus,original_Diaz,herb,GIFT
Euphorbia serpyllifolia,36,29.97,30.488,0.039,0.255,0.159,Euphorbia serpillifolia,original_Diaz,herb,GIFT
Euphorbia variabilis,210.53,22.049,43.705,0.288,3.66,0.232,Euphorbia variabilis,original_Diaz,herb,GIFT
Euphrasia frigida,31.63,53.767,44.766,0.035,0.2687,0.347,Euphrasia frigida,original_Diaz,herb,GIFT
Euphrasia minima,33.66,26.86,43.912,0.1,0.18,0.186,Euphrasia minima,original_Diaz,herb,GIFT
Eusideroxylon zwageri,15950.76,18.535,90.85,22.361,28571,0.798,Eusideroxylon zwageri,original_Diaz,tree,GIFT
Euthamia graminifolia,403.89,18.199,52.203,0.747,0.0657,0.286,Euthamia graminifolia,original_Diaz,herb,GIFT
Excoecaria agallocha,675,20.3,208.815,15,49.4557,0.399,Excoecaria agallocha,original_Diaz,tree,GIFT
Fagara coco,5712.89,34.28,86.957,6.5,38.7,0.486,Zanthoxylum coco,original_Diaz,tree,GIFT
Fagus grandifolia,3534.3,18.833,55.351,30.03,261.2409,0.67,Fagus grandifolia,original_Diaz,tree,GIFT
Fagus sylvatica,2061.6,22.27,65.367,31.477,186.9854,0.681,Fagus sylvatica,original_Diaz,tree,GIFT
Falcataria moluccana,55.14,25.466,90.009,19.628,24.7498,0.298,Falcataria falcata,original_Diaz,tree,GIFT
Fallopia convolvulus,619.98,17.395,30.898,0.66,3.9717,0.19,Fallopia convolvulus,original_Diaz,herb,GIFT
Fallopia scandens,155.63,16.13,32.414,0.304,0.1,0.179,Fallopia scandens,original_Diaz,herb,GIFT
Faramea occidentalis,4892.34,19.484,67.202,12.693,269.5441,0.602,Faramea occidentalis,original_Diaz,tree,GIFT
Festuca altissima,2403.5,22.664,35.551,0.79,0.6404,0.225,Festuca altissima,original_Diaz,herb,GIFT
Festuca arizonica,120,12.473,73.529,0.438,0.878,0.323,Festuca arizonica,original_Diaz,herb,GIFT
Festuca arundinacea,1941.67,23.754,57.162,0.724,2.073,0.204,Scolochloa festucacea,original_Diaz,herb,GIFT
Festuca christianii-bernardii,43.52,12.577,124.168,0.035,0.4891,0.368,Festuca christianii-bernardii,original_Diaz,herb,GIFT
Festuca filiformis,196.25,8.819,67.102,0.313,0.3295,0.173,Festuca filiformis,original_Diaz,herb,GIFT
Festuca gigantea,3341,29.62,36.451,0.956,2.9293,0.192,Lolium giganteum,original_Diaz,herb,GIFT
Festuca halleri,22.2,12.767,101.87,0.117,1.24,0.367,Festuca halleri,original_Diaz,herb,GIFT
Festuca heterophylla,284.87,27.997,33.015,0.566,1.3846,0.202,Festuca heterophylla,original_Diaz,herb,GIFT
Festuca nigrescens,106.68,14.21,63.884,0.332,0.9107,0.382,Festuca nigrescens,original_Diaz,herb,GIFT
Festuca ovina,46.17,15.3,75.93,0.249,0.438,0.432,Festuca ovina,original_Diaz,herb,GIFT
Festuca pratensis,1347.49,27.13,42.386,0.618,1.5744,0.233,Festuca ovina,original_Diaz,herb,GIFT
Festuca rubra,305.76,16.178,74.988,0.357,0.8264,0.276,Festuca rubra,original_Diaz,herb,GIFT
Festuca tucumanica,178.36,14.376,191.024,0.76,1.28,0.404,Festuca lilloi,original_Diaz,herb,GIFT
Festuca varia,384.51,16.567,168.423,0.307,1.1556,0.372,Festuca varia,original_Diaz,herb,GIFT
Ficaria verna,476.34,28.575,30.604,0.088,1.654,0.097,Ranunculus ficaria,original_Diaz,herb,GIFT
Ficus benjamina,1702.14,17.6,99.206,13.551,25,0.568,Ficus benjamina,original_Diaz,tree,GIFT
Ficus citrifolia,7060.84,20.325,54.113,9.603,0.9,0.4,Ficus citrifolia,original_Diaz,tree,GIFT
Ficus fistulosa,5767.64,24.1,93.458,12.5,0.3,0.38,Ficus fistulosa,original_Diaz,tree,GIFT
Ficus fulva,9500,20.874,48.651,7,0.15,0.387,Ficus fulva,original_Diaz,tree,GIFT
Ficus insipida,16706.35,24.576,88.741,28.238,1.0402,0.383,Ficus insipida,original_Diaz,tree,GIFT
Ficus macrophylla,9050,16.9,131.062,12.414,1.8109,0.29,Ficus macrophylla,original_Diaz,tree,GIFT
Ficus obtusifolia,8054.2,13.48,96.141,18.574,1.2247,0.41,Ficus obtusifolia,original_Diaz,tree,GIFT
Ficus popenoei,5090.65,21.55,69.482,34.108,0.5,0.555,Ficus popenoei,original_Diaz,tree,GIFT
Ficus racemosa,5910.69,22.885,66.735,30,0.13,0.386,Ficus racemosa,original_Diaz,tree,GIFT
Ficus virens,700,18.78,50.42,17.345,0.2348,0.34,Ficus virens,original_Diaz,tree,GIFT
Filipendula ulmaria,1723.47,28.393,41.81,0.807,0.7452,0.267,Filipendula ulmaria,original_Diaz,herb,GIFT
Filipendula vulgaris,167.18,18.148,57.018,0.402,0.7659,0.387,Filipendula vulgaris,original_Diaz,herb,GIFT
Fitzroya cupressoides,15,8.7,140.66,48.455,1.6,0.429,Fitzroya cupressoides,original_Diaz,tree,GIFT
Fragaria vesca,1112.11,18.419,45.257,0.114,0.3229,0.26,Fragaria vesca,original_Diaz,herb,GIFT
Fragaria virginiana,1285.81,14.746,61.385,0.107,0.4771,0.343,Fragaria virginiana,original_Diaz,herb,GIFT
Fragaria viridis,558.82,16.303,60.117,0.086,0.4729,0.242,Fragaria viridis,original_Diaz,herb,GIFT
Frangula californica,969.29,16.175,87.763,2.874,95.4495,0.495,Frangula californica,original_Diaz,tree,GIFT
Fraxinus angustifolia,1508.5,26.197,73.244,13.078,64.5884,0.506,Fraxinus angustifolia,original_Diaz,tree,GIFT
Fraxinus excelsior,1683.18,21.349,75.236,23.116,56.7064,0.667,Fraxinus excelsior,original_Diaz,tree,GIFT
Fraxinus mandshurica,9500,21.763,72.046,28.44,63.5928,0.545,Fraxinus mandshurica,original_Diaz,tree,GIFT
Fraxinus nigra,3141.6,19.572,46.448,21.283,51.6827,0.53,Fraxinus nigra,original_Diaz,tree,GIFT
Fraxinus pennsylvanica,4034.27,16.779,87.719,23.16,34.9339,0.579,Fraxinus pennsylvanica,original_Diaz,tree,GIFT
Fraxinus uhdei,3899.58,15.935,102.331,10.667,21.933,0.947,Fraxinus uhdei,original_Diaz,tree,GIFT
Fumana thymifolia,4.2,9.23,122.133,0.344,1.4164,0.33,Fumana thymifolia,original_Diaz,shrub,GIFT
Fumaria officinalis,230.64,49.3,37.828,0.253,3.1622,0.164,Fumaria officinalis,original_Diaz,herb,GIFT
Gagea serotina,173.01,22.6,123.137,0.082,0.51,0.136,Gagea serotina,original_Diaz,herb,GIFT
Gaillardia pinnatifida,120.88,26.163,89.968,0.053,1.2369,0.179,Gaillardia pinnatifida,original_Diaz,herb,GIFT
Galatella linosyris,67.75,23.221,87.413,0.242,1.34,0.222,Galatella linosyris,original_Diaz,herb,GIFT
Galeopsis ladanum subsp. angustifolia,128.75,37.55,52.443,0.302,1.719,0.227,Galeopsis ladanum,original_Diaz,herb,GIFT
Galeopsis segetum,1167.16,41.089,25.597,0.265,1.25,0.164,Eugenia nesiotica,original_Diaz,tree,GIFT
Galeopsis speciosa,3066,32.65,26.761,0.578,4.0935,0.214,Galeopsis speciosa,original_Diaz,herb,GIFT
Galeopsis tetrahit,856.55,30.85,31.695,0.366,4.2745,0.161,Galeopsis tetrahit,original_Diaz,herb,GIFT
Galinsoga quadriradiata,623.92,32.066,23.916,0.499,0.2355,0.159,Galinsoga quadriradiata,original_Diaz,herb,GIFT
Galium aparine,159.05,25.666,25.912,0.39,7.7522,0.169,Galium aparine,original_Diaz,herb,GIFT
Galium boreale,81.52,19.596,43.962,0.387,0.7054,0.305,Galium boreale,original_Diaz,herb,GIFT
Galium lucidum,42.59,25.928,24.503,0.386,0.84,0.198,Galium lucidum,original_Diaz,herb,GIFT
Galium mollugo,178.02,28.795,33.24,0.335,0.6288,0.186,Galium mollugo,original_Diaz,herb,GIFT
Galium odoratum,192.41,24.209,24.265,0.267,5.837,0.135,Galium odoratum,original_Diaz,herb,GIFT
Galium saxatile,32,25.1,40.762,0.129,0.5872,0.192,Galium saxatile,original_Diaz,herb,GIFT
Galium sylvaticum,173.25,36.728,17.912,0.608,1.3,0.185,Galium sylvaticum,original_Diaz,herb,GIFT
Galium uliginosum,47.83,17.26,32.43,0.27,0.0932,0.23,Galium uliginosum,original_Diaz,herb,GIFT
Galium verum,23.31,20.477,53.441,0.335,0.4784,0.355,Galium verum,original_Diaz,herb,GIFT
Garcinia brasiliensis,3539.39,14.299,87.475,13.5,960,0.61,Garcinia brasiliensis,original_Diaz,tree,GIFT
Garcinia intermedia,7432.24,9.683,107.612,16.399,491.1981,0.666,Garcinia intermedia,original_Diaz,tree,GIFT
Garcinia macrophylla,33188.27,13.91,132.275,30,743,0.724,Garcinia macrophylla,original_Diaz,tree,GIFT
Garcinia madruno,9838.75,12.64,117.04,15.812,3257.201,0.675,Garcinia madruno,original_Diaz,tree,GIFT
Garcinia oblongifolia,3000,21.531,40.556,12.649,454,0.622,Garcinia oblongifolia,original_Diaz,tree,GIFT
Geijera parviflora,540.38,16.579,196.718,5.166,20.8095,0.77,Geijera parviflora,original_Diaz,tree,GIFT
Geissospermum sericeum,9500,25.31,65.531,25,429.4875,0.767,Geissospermum sericeum,original_Diaz,tree,GIFT
Genipa americana,27551.9,18.31,82.034,23.155,99.524,0.636,Genipa americana,original_Diaz,tree,GIFT
Genista hispanica,16.94,30.108,51.337,0.286,3.1875,0.39,Genista hispanica,original_Diaz,shrub,GIFT
Genista tinctoria,119.53,31.286,55.929,0.445,3.9643,0.214,Genista tinctoria,original_Diaz,shrub,GIFT
Gentiana acaulis,297.8,13.745,76.351,0.062,0.422,0.235,Gentiana acaulis,original_Diaz,herb,GIFT
Gentiana asclepiadea,456.5,42.395,43.328,0.504,0.1066,0.232,Gentiana asclepiadea,original_Diaz,herb,GIFT
Gentiana clusii,692.48,12.193,99.039,0.058,0.44,0.214,Gentiana clusii,original_Diaz,herb,GIFT
Gentiana lutea,21682.23,23.4,72.053,0.758,1.1837,0.196,Gentiana lutea,original_Diaz,herb,GIFT
Gentiana punctata,3224.08,9.644,48.861,0.354,0.6475,0.185,Gentiana punctata,original_Diaz,herb,GIFT
Gentiana purpurea,2481.14,32.195,61.331,0.398,0.48,0.216,Gentiana purpurea,original_Diaz,herb,GIFT
Gentiana verna,111.14,15.903,65.153,0.058,0.0681,0.216,Gentiana verna,original_Diaz,herb,GIFT
Gentianella amarella,3497,21.11,43.062,0.167,0.1451,0.206,Gentianella amarella,original_Diaz,herb,GIFT
Gentianella biebersteinii,173.39,24.17,37.651,0.123,0.09,0.185,Gentianella biebersteinii,original_Diaz,herb,GIFT
Gentianella campestris,32,21.83,26.362,0.127,0.1871,0.144,Gentianella campestris,original_Diaz,herb,GIFT
Gentianella parviflora,296.07,19.702,39.837,0.073,0.0807,0.191,Gentianella parviflora,original_Diaz,herb,GIFT
Geranium caespitosum,960,18.22,89.286,0.24,1.69,0.222,Geranium caespitosum,original_Diaz,herb,GIFT
Geranium maculatum,5489.91,17.7,26.096,0.364,5.9991,0.189,Geranium maculatum,original_Diaz,herb,GIFT
Geranium molle,349.91,24.42,39.313,0.189,1.096,0.19,Geranium molle,original_Diaz,herb,GIFT
Geranium nodosum,7445.2,19.564,23.504,0.226,5.8055,0.192,Geranium nodosum,original_Diaz,herb,GIFT
Geranium pratense,8435.28,31.973,48.959,0.417,7.9209,0.215,Geranium pratense,original_Diaz,herb,GIFT
Geranium richardsonii,5104.47,31.235,49.659,0.416,4.2558,0.164,Geranium richardsonii,original_Diaz,herb,GIFT
Geranium robertianum,1068.65,25.768,30.52,0.276,1.1985,0.19,Geranium robertianum,original_Diaz,herb,GIFT
Geranium rotundifolium,997.4,20.1,25.876,0.19,1.8325,0.216,Geranium rotundifolium,original_Diaz,herb,GIFT
Geranium sanguineum,1135.34,18.635,45.801,0.266,8.5404,0.32,Geranium sanguineum,original_Diaz,herb,GIFT
Geranium sylvaticum,1705.79,25.185,42.274,0.284,5.9083,0.218,Geranium sylvaticum,original_Diaz,herb,GIFT
Geum canadense,2139.42,12.3,50.51,0.568,2.1215,0.208,Geum canadense,original_Diaz,herb,GIFT
Geum montanum,628.3,23.401,78.363,0.134,1.74,0.24,Geum montanum,original_Diaz,herb,GIFT
Geum reptans,535.32,25.9,101.168,0.068,0.84,0.24,Geum reptans,original_Diaz,herb,GIFT
Geum rivale,6729.58,27.593,46.54,0.466,1.0058,0.233,Geum rivale,original_Diaz,herb,GIFT
Geum urbanum,3523.42,14.667,34.104,0.443,1.4941,0.28,Geum urbanum,original_Diaz,herb,GIFT
Ginkgo biloba,1336,20.3,92.29,32.826,1083.9307,0.45,Ginkgo biloba,original_Diaz,tree,GIFT
Gironniera subaequalis,6943.96,30.396,94.697,22.938,27.8,0.457,Gironniera subaequalis,original_Diaz,tree,GIFT
Gladiolus palustris,1614.69,22.14,61.133,0.384,2.1701,0.204,Gladiolus palustris,original_Diaz,herb,GIFT
Glechoma hederacea,492.81,32.076,28.375,0.195,0.604,0.148,Glechoma hederacea,original_Diaz,herb,GIFT
Gleditsia triacanthos,12553.43,26.31,40.306,25.374,157.2244,0.68,Gleditsia triacanthos,original_Diaz,tree,GIFT
Gliricidia sepium,675,31.308,72.56,19.81,102.5341,0.6,Gliricidia sepium,original_Diaz,tree,GIFT
Globularia cordifolia,43.85,15.132,160.429,0.046,0.5833,0.258,Globularia cordifolia,original_Diaz,herb,GIFT
Globularia nudicaulis,734.35,14.411,69.935,0.101,0.72,0.223,Globularia nudicaulis,original_Diaz,herb,GIFT
Globularia punctata,459.14,16.905,122.969,0.133,0.6183,0.245,Globularia bisnagarica,original_Diaz,herb,GIFT
Globularia vulgaris,164.02,16.175,122.054,0.178,0.4439,0.234,Globularia vulgaris,original_Diaz,herb,GIFT
Glochidion puberum,700,15.842,61.224,1.934,11.11,0.58,Phyllanthus puber,original_Diaz,shrub,GIFT
Glyceria fluitans,1121.9,27.832,27.771,0.572,1.1925,0.235,Glyceria fluitans,original_Diaz,herb,GIFT
Glyceria maxima,6949.31,21.956,55.321,1.394,0.3102,0.233,Glyceria maxima,original_Diaz,herb,GIFT
Gnaphalium supinum,35.05,22.46,37.037,0.045,0.0794,0.19,Omalotheca hoppeana subsp. hoppeana,original_Diaz,herb,GIFT
Gnaphalium sylvaticum,316,15.5,35.073,0.314,0.0363,0.195,Omalotheca sylvatica,original_Diaz,herb,GIFT
Gomphrena pulchella,293.54,26.507,79.212,0.481,1.523,0.187,Gomphrena pulchella,original_Diaz,herb,GIFT
Goupia glabra,1684.8,15.512,85.08,15,235.7282,0.789,Goupia glabra,original_Diaz,tree,GIFT
Griselinia littoralis,3096.1,10.22,96.835,3.078,28.592,0.567,Griselinia littoralis,original_Diaz,tree,GIFT
Groenlandia densa,54.43,31.207,10.014,0.398,2.2051,0.186,Groenlandia densa,original_Diaz,herb,GIFT
Guapira myrtiflora,7458.07,36.48,60.059,34.491,110.4388,0.52,Guapira myrtiflora,original_Diaz,tree,GIFT
Guarea glabra,20102.93,18.448,95.889,19.382,570.4582,0.513,Guarea glabra,original_Diaz,tree,GIFT
Guarea guidonia,6720.38,24.486,72.839,25.369,390.753,0.537,Guarea guidonia,original_Diaz,tree,GIFT
Guarea kunthiana,15656.88,27.178,91.241,31.856,118.3976,0.449,Guarea kunthiana,original_Diaz,tree,GIFT
Guarea macrophylla,6925.93,24.791,116.88,13.527,284.1091,0.576,Guarea macrophylla,original_Diaz,tree,GIFT
Guatteria dumetorum,5273.05,18.86,68.054,37.06,50.55,0.464,Guatteria lucens,original_Diaz,tree,GIFT
Guazuma ulmifolia,2899.07,27.726,52.177,28.81,4.3225,0.564,Guazuma ulmifolia,original_Diaz,tree,GIFT
Gustavia augusta,55000,22.34,88.574,16,796,0.649,Gustavia augusta,original_Diaz,tree,GIFT
Gustavia hexapetala,8026.81,20.247,76.392,25,118.65,0.709,Gustavia hexapetala,original_Diaz,tree,GIFT
Gustavia superba,19120.94,37.269,54.275,23.749,5641.4581,0.578,Gustavia superba,original_Diaz,tree,GIFT
Gutierrezia sarothrae,41.35,21.599,210.177,0.346,0.3783,0.525,Gutierrezia sarothrae,original_Diaz,shrub,GIFT
Gymnadenia conopsea,1263.02,28.85,55.638,0.375,0.0056,0.125,Gymnadenia conopsea,original_Diaz,herb,GIFT
Hakea cygna,114.01,5.941,485.203,1.2,32.6462,0.746,Hakea cygnus,original_Diaz,shrub,GIFT
Hakea dactyloides,965.03,5.605,267.459,2.128,22.9562,0.95,Hakea dactyloides,original_Diaz,shrub,GIFT
Hakea francisiana,1013.54,4.49,363.636,5.5,8.357,0.67,Hakea francisiana,original_Diaz,shrub,GIFT
Hakea preissii,48.61,4.515,909.091,4,12.1963,0.91,Hakea preissii,original_Diaz,shrub,GIFT
Hakea subsulcata,81.05,7.32,395.257,2,4.9295,0.875,Hakea subsulcata,original_Diaz,shrub,GIFT
Hamamelis virginiana,2047.92,10,48.692,5.382,81.2199,0.71,Hamamelis virginiana,original_Diaz,tree,GIFT
Hamelia patens,1583.51,33.4,66.313,5.82,0.3777,0.395,Hamelia patens,original_Diaz,tree,GIFT
Hampea appendiculata,17120.75,27.775,60.553,21.393,63.9166,0.254,Hampea appendiculata,original_Diaz,tree,GIFT
Hampea nutricia,18009,21.055,61.237,10,110,0.39,Hampea nutricia,original_Diaz,tree,GIFT
Handroanthus chrysanthus,11994.92,28.41,44.643,15,12.6664,1.027,Handroanthus chrysanthus,original_Diaz,tree,GIFT
Handroanthus guayacan,2961.12,41.569,62.619,35.346,29.6666,0.83,Handroanthus guayacan,original_Diaz,tree,GIFT
Handroanthus impetiginosus,7407.5,25.664,74.869,30,128.7037,0.906,Handroanthus impetiginosus,original_Diaz,tree,GIFT
Handroanthus serratifolius,3700.59,24.802,73.585,30,110.4021,0.958,Handroanthus serratifolius,original_Diaz,tree,GIFT
Hasseltia floribunda,7795.08,25.916,53.376,17.604,14.8546,0.533,Hasseltia floribunda,original_Diaz,tree,GIFT
Hebestigma cubense,10931.03,18.4,143.782,31.6,61.7529,0.73,Hebestigma cubense,original_Diaz,tree,GIFT
Hedeoma hispida,35.71,15.5,39.816,0.1,0.1897,0.209,Hedeoma hispida,original_Diaz,herb,GIFT
Hedera helix,1521.63,15.295,88.407,5.02,20.3584,0.3,Hedera helix,original_Diaz,shrub,GIFT
Heisteria acuminata,3967.29,14.095,75.382,10.409,48.57,0.712,Heisteria acuminata,original_Diaz,tree,GIFT
Heisteria concinna,6390.64,18.724,107.039,20.784,243.4438,0.645,Heisteria concinna,original_Diaz,tree,GIFT
Heisteria ovata,1931.9,19.586,86.994,18.5,200,0.605,Heisteria ovata,original_Diaz,tree,GIFT
Helianthella quinquenervis,1730,24.98,58.824,0.37,7.9492,0.226,Helianthella quinquenervis,original_Diaz,herb,GIFT
Helianthemum apenninum,30.32,19.127,79.638,0.151,1.1529,0.258,Helianthemum apenninum,original_Diaz,shrub,GIFT
Helianthemum nummularium,80.5,23.042,65.656,0.109,0.9675,0.238,Helianthemum nummularium,original_Diaz,shrub,GIFT
Helianthemum oelandicum,15.28,22.072,88.989,0.094,0.5384,0.255,Helianthemum oelandicum,original_Diaz,shrub,GIFT
Helianthus annuus,10901,27.463,61.477,2.029,37.8335,0.164,Helianthus annuus,original_Diaz,herb,GIFT
Helianthus hirsutus,819.83,17.93,81.766,0.29,4.855,0.326,Helianthus hirsutus,original_Diaz,herb,GIFT
Helianthus tuberosus,19578.5,32.882,37.98,1.818,3.5687,0.151,Helianthus tuberosus,original_Diaz,herb,GIFT
Helichrysum arenarium,404.5,17.3,55.34,0.19,0.07,0.211,Helichrysum arenarium,original_Diaz,herb,GIFT
Helictotrichon bromoides,105.47,18.841,70.734,0.324,1.47,0.277,Helictochloa bromoides,original_Diaz,herb,GIFT
Helictotrichon pratense,640.75,15.7,87.543,0.578,2.7058,0.433,Helictochloa pratensis,original_Diaz,herb,GIFT
Helictotrichon pubescens,822.12,19.812,50.436,0.555,1.6389,0.257,Avenula pubescens,original_Diaz,herb,GIFT
Helictotrichon versicolor,237.95,17.255,87.36,0.185,1.6,0.332,Helictochloa versicolor,original_Diaz,herb,GIFT
Heliocarpus americanus,11446.48,34.993,37.27,22.3,7.95,0.285,Heliocarpus americanus,original_Diaz,tree,GIFT
Heliocarpus appendiculatus,17112.9,21.521,31.637,30,1.5,0.185,Heliocarpus appendiculatus,original_Diaz,tree,GIFT
Heliomeris multiflora,250,26.41,63.291,0.358,0.4864,0.335,Heliomeris multiflora,original_Diaz,herb,GIFT
Heliopsis helianthoides,2243.66,30.95,46.091,1.316,4.5667,0.196,Heliopsis helianthoides,original_Diaz,herb,GIFT
Helleborus foetidus,8703.22,16.6,82.27,0.387,11.3699,0.186,Helleborus foetidus,original_Diaz,shrub,GIFT
Helleborus niger,22562.41,17.651,88.706,0.215,7.6698,0.216,Helleborus niger,original_Diaz,herb,GIFT
Hepatica nobilis,2884.51,18.837,36.192,0.1,2.9335,0.201,Hepatica nobilis,original_Diaz,herb,GIFT
Heracleum sphondylium,13130.08,35.137,48.996,0.998,6.569,0.227,Heracleum sphondylium,original_Diaz,herb,GIFT
